         0 0.0000e+00 2.1890e-02 3.9497e-01 -2.1892e-01 3.2037e-01 -1.7100e-01 1.0000e-04 5.5495e-04 -2.6707e-06 1.0100e-01 9.6250e-02 -1.0803e-01 2.0190e-01 1.7459e-01 -1.1031e-01 3.0280e-01 2.0441e-01 -5.2702e-02 4.0370e-01 1.8493e-01 -1.5545e-02 5.0460e-01 1.3488e-01 -2.9625e-03 6.0549e-01 7.8710e-02 -3.4652e-04 7.0639e-01 3.4531e-02 -2.2408e-05 8.0729e-01 9.5823e-03 -5.5592e-07 9.0819e-01 9.4056e-04 -1.0936e-09
         1 1.1661e+02 1.0421e-27 3.9466e-01 -2.1942e-01 3.2015e-01 -1.7109e-01 1.0000e-04 5.5332e-04 -2.7588e-06 1.0100e-01 9.6166e-02 -1.0837e-01 2.0190e-01 1.7447e-01 -1.1015e-01 3.0280e-01 2.0429e-01 -5.2430e-02 4.0370e-01 1.8483e-01 -1.5411e-02 5.0460e-01 1.3481e-01 -2.9264e-03 6.0549e-01 7.8672e-02 -3.4092e-04 7.0639e-01 3.4514e-02 -2.1939e-05 8.0729e-01 9.5775e-03 -5.4073e-07 9.0819e-01 9.4002e-04 -1.0521e-09
         2 1.0981e+02 3.1268e-26 3.9331e-01 -2.1868e-01 3.1901e-01 -1.7078e-01 1.0000e-04 5.5306e-04 -2.8036e-06 1.0100e-01 9.5837e-02 -1.0753e-01 2.0190e-01 1.7384e-01 -1.1024e-01 3.0280e-01 2.0355e-01 -5.3111e-02 4.0370e-01 1.8417e-01 -1.5846e-02 5.0460e-01 1.3434e-01 -3.0649e-03 6.0549e-01 7.8407e-02 -3.6544e-04 7.0639e-01 3.4405e-02 -2.4248e-05 8.0729e-01 9.5506e-03 -6.2458e-07 9.0819e-01 9.3800e-04 -1.3141e-09
         3 2.7387e-01 1.9088e-02 3.9487e-01 -2.1899e-01 3.2031e-01 -1.7097e-01 1.0000e-04 5.5381e-04 -2.7164e-06 1.0100e-01 9.6214e-02 -1.0804e-01 2.0190e-01 1.7455e-01 -1.1023e-01 3.0280e-01 2.0439e-01 -5.2677e-02 4.0370e-01 1.8493e-01 -1.5549e-02 5.0460e-01 1.3489e-01 -2.9671e-03 6.0549e-01 7.8719e-02 -3.4769e-04 7.0639e-01 3.4537e-02 -2.2542e-05 8.0729e-01 9.5847e-03 -5.6146e-07 9.0819e-01 9.4089e-04 -1.1126e-09
         4 1.1246e+00 1.2474e-02 3.9574e-01 -2.1799e-01 3.2117e-01 -1.7053e-01 1.0000e-04 5.4933e-04 -2.5374e-06 1.0100e-01 9.6393e-02 -1.0770e-01 2.0190e-01 1.7502e-01 -1.1013e-01 3.0280e-01 2.0501e-01 -5.2542e-02 4.0370e-01 1.8553e-01 -1.5450e-02 5.0460e-01 1.3534e-01 -2.9308e-03 6.0549e-01 7.8984e-02 -3.4060e-04 7.0639e-01 3.4649e-02 -2.1826e-05 8.0729e-01 9.6132e-03 -5.3410e-07 9.0819e-01 9.4307e-04 -1.0246e-09
         5 1.0960e+01 9.1286e-05 3.9477e-01 -2.1869e-01 3.2015e-01 -1.7082e-01 1.0000e-04 5.5676e-04 -2.6878e-06 1.0100e-01 9.6213e-02 -1.0787e-01 2.0190e-01 1.7447e-01 -1.1020e-01 3.0280e-01 2.0424e-01 -5.2710e-02 4.0370e-01 1.8477e-01 -1.5572e-02 5.0460e-01 1.3476e-01 -2.9738e-03 6.0549e-01 7.8639e-02 -3.4878e-04 7.0639e-01 3.4501e-02 -2.2636e-05 8.0729e-01 9.5752e-03 -5.6455e-07 9.0819e-01 9.4011e-04 -1.1211e-09
         6 2.9881e+02 2.8495e-67 3.9725e-01 -2.1703e-01 3.2232e-01 -1.6961e-01 1.0000e-04 5.5446e-04 -2.5301e-06 1.0100e-01 9.6801e-02 -1.0740e-01 2.0190e-01 1.7566e-01 -1.0939e-01 3.0280e-01 2.0569e-01 -5.1944e-02 4.0370e-01 1.8610e-01 -1.5189e-02 5.0460e-01 1.3572e-01 -2.8620e-03 6.0549e-01 7.9181e-02 -3.2985e-04 7.0639e-01 3.4726e-02 -2.0909e-05 8.0729e-01 9.6308e-03 -5.0377e-07 9.0819e-01 9.4427e-04 -9.4031e-10
         7 2.3395e+02 3.4544e-53 3.9419e-01 -2.1809e-01 3.1966e-01 -1.7050e-01 1.0000e-04 5.5655e-04 -2.7458e-06 1.0100e-01 9.6071e-02 -1.0719e-01 2.0190e-01 1.7420e-01 -1.1018e-01 3.0280e-01 2.0393e-01 -5.3188e-02 4.0370e-01 1.8448e-01 -1.5898e-02 5.0460e-01 1.3456e-01 -3.0808e-03 6.0549e-01 7.8523e-02 -3.6809e-04 7.0639e-01 3.4453e-02 -2.4484e-05 8.0729e-01 9.5630e-03 -6.3269e-07 9.0819e-01 9.3913e-04 -1.3383e-09
         8 1.3400e+02 1.7509e-31 3.9342e-01 -2.1800e-01 3.1906e-01 -1.7021e-01 1.0000e-04 5.5460e-04 -2.7590e-06 1.0100e-01 9.5882e-02 -1.0735e-01 2.0190e-01 1.7388e-01 -1.0981e-01 3.0280e-01 2.0356e-01 -5.2709e-02 4.0370e-01 1.8415e-01 -1.5651e-02 5.0460e-01 1.3431e-01 -3.0091e-03 6.0549e-01 7.8381e-02 -3.5604e-04 7.0639e-01 3.4389e-02 -2.3384e-05 8.0729e-01 9.5444e-03 -5.9347e-07 9.0819e-01 9.3714e-04 -1.2161e-09
         9 2.9227e+01 9.8546e-09 3.9481e-01 -2.1801e-01 3.2041e-01 -1.7043e-01 1.0000e-04 5.4840e-04 -2.6389e-06 1.0100e-01 9.6150e-02 -1.0750e-01 2.0190e-01 1.7458e-01 -1.1005e-01 3.0280e-01 2.0453e-01 -5.2714e-02 4.0370e-01 1.8513e-01 -1.5593e-02 5.0460e-01 1.3508e-01 -2.9817e-03 6.0549e-01 7.8847e-02 -3.5019e-04 7.0639e-01 3.4601e-02 -2.2763e-05 8.0729e-01 9.6046e-03 -5.6887e-07 9.0819e-01 9.4307e-04 -1.1334e-09
