2.36166e-02      2.61971e-01      -1.95220e-01      1.69586e+00      3.20601e-01      1.46831e-06      3.61390e-03      8.54376e-01      -9.99999e-01      6.88367e-01      1.79434e+00      4.81953e-02      6.99676e+00
2.3146749522e-02 2.5839353098e-01 -1.9964110967e-01 1.7129257425e+00 3.0527418114e-01 1.4683100000e-06 3.6139000000e-03 7.7488739227e-01 -9.3847971745e-01 6.9714106962e-01 1.5217233157e+00 3.5637990224e-02 6.6143143452e+00
2.3809091445e-02 2.7206585608e-01 -1.9172721029e-01 1.7038696836e+00 3.2550089079e-01 1.4683100000e-06 3.6139000000e-03 8.7839136170e-01 -8.6191754388e-01 7.1194999881e-01 1.8282615906e+00 4.8018630425e-02 7.2457873374e+00
2.4135688089e-02 2.8101421741e-01 -1.9457461755e-01 1.6795567828e+00 3.5550488123e-01 1.4683100000e-06 3.6139000000e-03 9.2108164732e-01 -9.5313303556e-01 7.0614956255e-01 1.7809601891e+00 5.8947345740e-02 6.9543152196e+00
2.2789658771e-02 2.3268194752e-01 -2.0254441834e-01 1.6887587095e+00 2.8131934686e-01 1.4683100000e-06 3.6139000000e-03 7.6211167555e-01 -9.5035896558e-01 6.3876744985e-01 1.8607168877e+00 2.3657041109e-02 4.8847898424e+00
2.3589962763e-02 2.6129700759e-01 -1.9660421028e-01 1.6971859460e+00 3.1616536039e-01 1.4683100000e-06 3.6139000000e-03 8.1883615573e-01 -8.6678827607e-01 6.8961080248e-01 1.9384212200e+00 5.7418359978e-02 7.0913340659e+00
2.3873615420e-02 2.6944872084e-01 -1.9480066764e-01 1.6884279831e+00 3.3146549387e-01 1.4683100000e-06 3.6139000000e-03 8.2326045213e-01 -8.4993320036e-01 7.0616239249e-01 1.7755741593e+00 5.6027234263e-02 5.7192241162e+00
2.2662869963e-02 2.3277488354e-01 -2.0302536272e-01 1.7085999858e+00 2.7439277287e-01 1.4683100000e-06 3.6139000000e-03 7.4479268013e-01 -9.4567585180e-01 6.2494200365e-01 1.3148676776e+00 1.5738928234e-04 3.4827077233e+00
2.2576253181e-02 2.2982723915e-01 -2.0288414667e-01 1.6946494507e+00 2.7339469452e-01 1.4683100000e-06 3.6139000000e-03 7.4359367761e-01 -8.1967496186e-01 6.1523971980e-01 1.4587757907e+00 6.5989379951e-04 3.8913827659e+00
2.4008779440e-02 2.7390995808e-01 -1.9264034856e-01 1.6879618009e+00 3.4057866446e-01 1.4683100000e-06 3.6139000000e-03 8.8109379147e-01 -9.1562404148e-01 7.1122182571e-01 2.0013692803e+00 6.3916792627e-02 8.8983204796e+00
2.3323265996e-02 2.5332609566e-01 -1.9642550919e-01 1.7012402180e+00 3.0387861149e-01 1.4683100000e-06 3.6139000000e-03 7.6918681590e-01 -9.2777431043e-01 6.5680528333e-01 1.6687822463e+00 5.8791266710e-02 6.7224831912e+00
2.3729548977e-02 2.6469766729e-01 -1.9457409705e-01 1.6967180208e+00 3.2464926489e-01 1.4683100000e-06 3.6139000000e-03 8.9023364915e-01 -9.2972399737e-01 6.9244147555e-01 1.8777043271e+00 4.2198237103e-02 7.7905285295e+00
2.2964393614e-02 2.3978454229e-01 -2.0118182215e-01 1.7020237126e+00 2.8113191526e-01 1.4683100000e-06 3.6139000000e-03 7.5346172852e-01 -9.0449935789e-01 6.3844733811e-01 1.8850369987e+00 9.7104709394e-03 5.9224115333e+00
2.3174816098e-02 2.4391113287e-01 -1.9931107640e-01 1.6999922181e+00 2.8922080561e-01 1.4683100000e-06 3.6139000000e-03 7.7190641856e-01 -9.8160249164e-01 6.4884513019e-01 1.3996955614e+00 1.5466371915e-02 4.4002486383e+00
2.4171144346e-02 2.7939982521e-01 -1.9134538350e-01 1.6995666275e+00 3.4737536064e-01 1.4683100000e-06 3.6139000000e-03 8.9141834744e-01 -8.0212902472e-01 7.0992802107e-01 2.1556101096e+00 7.4055606808e-02 8.1548468390e+00
2.4303797143e-02 2.8619794342e-01 -1.8387657324e-01 1.7015573474e+00 3.5092351609e-01 1.4683100000e-06 3.6139000000e-03 9.7594419156e-01 -8.6541863552e-01 7.4070560283e-01 2.1074852216e+00 7.7191038420e-02 7.9732373950e+00
2.4462480050e-02 2.9017452271e-01 -1.8155840198e-01 1.6797245774e+00 3.7256323393e-01 1.4683100000e-06 3.6139000000e-03 9.5626824742e-01 -9.8098660177e-01 7.2956852611e-01 2.0397768676e+00 7.9458098883e-02 1.1111449035e+01
2.3389130637e-02 2.5542711153e-01 -1.9825936424e-01 1.6945957145e+00 3.0440509212e-01 1.4683100000e-06 3.6139000000e-03 8.1338659669e-01 -8.3875019464e-01 6.9647100721e-01 1.6336407458e+00 4.3316887083e-02 5.5422134284e+00
2.3301556968e-02 2.4554925214e-01 -1.9967378963e-01 1.6926833118e+00 3.0325340968e-01 1.4683100000e-06 3.6139000000e-03 8.0761644722e-01 -7.8174949270e-01 6.7283981560e-01 1.2309414250e+00 1.5144807830e-03 3.5635254338e+00
2.4468613271e-02 2.8626127728e-01 -1.8845146558e-01 1.6968603105e+00 3.6640435539e-01 1.4683100000e-06 3.6139000000e-03 9.1145144076e-01 -8.3617799282e-01 7.2962161145e-01 2.0340558843e+00 8.3984868686e-02 9.1924589193e+00
2.2758404346e-02 2.3354937441e-01 -2.0326530947e-01 1.7023982983e+00 2.7944292070e-01 1.4683100000e-06 3.6139000000e-03 7.6343909124e-01 -9.4644237217e-01 6.4489963848e-01 1.4014495432e+00 1.1823140879e-02 4.5849553230e+00
2.4232136254e-02 2.8628599406e-01 -1.8593187088e-01 1.7027630392e+00 3.4972709633e-01 1.4683100000e-06 3.6139000000e-03 9.1872181859e-01 -9.0451277377e-01 7.4349629533e-01 1.8366418271e+00 7.8583060689e-02 8.3971791749e+00
2.3509787261e-02 2.5853758271e-01 -1.9661228344e-01 1.6874691664e+00 3.1739264140e-01 1.4683100000e-06 3.6139000000e-03 8.4292182379e-01 -7.3282523460e-01 6.9236595535e-01 1.8095854570e+00 3.1227243140e-02 7.3658591286e+00
2.4258447451e-02 2.8034735505e-01 -1.8738093325e-01 1.6883972881e+00 3.5502777312e-01 1.4683100000e-06 3.6139000000e-03 8.9697280770e-01 -9.9715375232e-01 7.2862374545e-01 1.8414854198e+00 8.1154329239e-02 9.2918684763e+00
2.2572771704e-02 2.2604170509e-01 -2.0708670965e-01 1.6930286306e+00 2.5805762965e-01 1.4683100000e-06 3.6139000000e-03 7.0589371655e-01 -9.0338950793e-01 6.2992110265e-01 1.2646061419e+00 6.2661998883e-03 1.7877096249e+00
2.3899983792e-02 2.6663675376e-01 -1.9630955829e-01 1.6926313627e+00 3.4092336735e-01 1.4683100000e-06 3.6139000000e-03 8.5566025573e-01 -9.3663876111e-01 6.7670193572e-01 1.7241619205e+00 5.7992020841e-02 7.1277889307e+00
2.2849135022e-02 2.3657637941e-01 -2.0439377004e-01 1.6954106886e+00 2.8488248977e-01 1.4683100000e-06 3.6139000000e-03 7.7616943380e-01 -8.7243616300e-01 6.6803237431e-01 1.6602119484e+00 2.6763412379e-02 5.1843990676e+00
2.3208672874e-02 2.4820256959e-01 -2.0190126337e-01 1.7029956161e+00 2.9680657868e-01 1.4683100000e-06 3.6139000000e-03 8.5521995185e-01 -9.7109207876e-01 6.6384334894e-01 1.5414202940e+00 1.8471889499e-02 3.8007708917e+00
2.4346382738e-02 2.9093764490e-01 -1.8585791979e-01 1.6967975879e+00 3.6582812662e-01 1.4683100000e-06 3.6139000000e-03 9.3239370777e-01 -9.5906468824e-01 7.1217289585e-01 2.0696665075e+00 7.3298792071e-02 9.4356994179e+00
2.4742625623e-02 2.9532449102e-01 -1.8678223152e-01 1.6788147115e+00 3.8128085638e-01 1.4683100000e-06 3.6139000000e-03 9.7175301607e-01 -9.1176370463e-01 7.3362742524e-01 1.9837470333e+00 1.0858135088e-01 9.9083336306e+00
2.2989619368e-02 2.3852038664e-01 -2.0142519284e-01 1.7005191009e+00 2.7667614920e-01 1.4683100000e-06 3.6139000000e-03 7.2926051295e-01 -9.1145787443e-01 6.3961234499e-01 1.4116096037e+00 3.0800272386e-02 4.3581414180e+00
2.4435867088e-02 2.9266650830e-01 -1.8288579666e-01 1.7100655486e+00 3.5532790351e-01 1.4683100000e-06 3.6139000000e-03 9.6666512601e-01 -8.0883047077e-01 7.4209342541e-01 2.0957998473e+00 9.0235159519e-02 9.5711201781e+00
2.4030059830e-02 2.7640845863e-01 -1.8691323673e-01 1.7005336373e+00 3.3744683096e-01 1.4683100000e-06 3.6139000000e-03 9.3393918724e-01 -8.0731902090e-01 7.2085718495e-01 1.9713831805e+00 7.3340781870e-02 1.0353470630e+01
2.4480921596e-02 2.9155076980e-01 -1.8126073480e-01 1.6967779529e+00 3.5408168234e-01 1.4683100000e-06 3.6139000000e-03 9.4967491224e-01 -8.3998142270e-01 7.5005960971e-01 2.2345348721e+00 9.0537434633e-02 1.1047120631e+01
2.3433609276e-02 2.5994345407e-01 -1.9579248335e-01 1.7136089412e+00 3.0689114734e-01 1.4683100000e-06 3.6139000000e-03 8.2301001268e-01 -8.6453653228e-01 6.3229026755e-01 1.6727065230e+00 1.3447771987e-02 5.2329519426e+00
2.4136890677e-02 2.7683072905e-01 -1.9062711040e-01 1.6901116753e+00 3.5158019594e-01 1.4683100000e-06 3.6139000000e-03 9.6114314483e-01 -9.8612806226e-01 7.4166070006e-01 1.9422284315e+00 8.0577601331e-02 8.9660182940e+00
2.4209024396e-02 2.7879199376e-01 -1.9101812120e-01 1.7070361480e+00 3.4856094739e-01 1.4683100000e-06 3.6139000000e-03 9.3024004816e-01 -7.4604824067e-01 7.0785843723e-01 2.0788991425e+00 6.5128227702e-02 1.0499883823e+01
2.3451317225e-02 2.5742475003e-01 -1.9408516090e-01 1.6963373704e+00 3.0746110645e-01 1.4683100000e-06 3.6139000000e-03 8.6928316688e-01 -9.1145474603e-01 6.9051275434e-01 1.6057730035e+00 5.9498594391e-02 6.9129761234e+00
2.3447809514e-02 2.5487951433e-01 -1.9789384739e-01 1.6969387523e+00 3.1626153654e-01 1.4683100000e-06 3.6139000000e-03 7.8877688520e-01 -8.7939143209e-01 6.6759924036e-01 1.5696564346e+00 1.7930506977e-02 5.5283401502e+00
2.3838673144e-02 2.7192516373e-01 -1.9019830533e-01 1.7039567920e+00 3.3039657433e-01 1.4683100000e-06 3.6139000000e-03 8.5460516535e-01 -7.5215636450e-01 7.3119357925e-01 2.0330967257e+00 8.6962334173e-02 7.8724032421e+00
2.4296251516e-02 2.8432499980e-01 -1.8850044902e-01 1.6960519870e+00 3.4925102170e-01 1.4683100000e-06 3.6139000000e-03 9.4161920177e-01 -9.6989430258e-01 7.1764922663e-01 2.2599885744e+00 6.7091849073e-02 1.1127802533e+01
2.3633358689e-02 2.5474317537e-01 -1.9464565123e-01 1.6930872741e+00 3.1789082472e-01 1.4683100000e-06 3.6139000000e-03 8.3045409690e-01 -8.6062281732e-01 7.0738634780e-01 1.7730441927e+00 1.2360863551e-02 7.1710648381e+00
2.3758871755e-02 2.6702637407e-01 -1.9073497331e-01 1.7044668557e+00 3.1440506566e-01 1.4683100000e-06 3.6139000000e-03 8.6077684150e-01 -9.7921022376e-01 6.6136433648e-01 2.0483952149e+00 5.2557328746e-02 7.6734627242e+00
2.4016588638e-02 2.7529501828e-01 -1.8969076353e-01 1.6917038124e+00 3.4761006216e-01 1.4683100000e-06 3.6139000000e-03 8.5704828340e-01 -8.8228125575e-01 6.9294674231e-01 1.6596634165e+00 5.8413384718e-02 5.9518357097e+00
2.3503569101e-02 2.6078698194e-01 -1.9738424024e-01 1.6897048453e+00 3.2100554921e-01 1.4683100000e-06 3.6139000000e-03 8.0285768494e-01 -9.4681387863e-01 6.9872083186e-01 1.8714617356e+00 6.4939723338e-02 9.1207211978e+00
2.4343096712e-02 2.8840255859e-01 -1.8458206058e-01 1.7016655355e+00 3.5440089457e-01 1.4683100000e-06 3.6139000000e-03 9.6051624505e-01 -9.7441128724e-01 7.1875941328e-01 2.1260494801e+00 8.1609862399e-02 9.1908289802e+00
