7
0	8
0 	0 	0.422874 	1.21369 	0.154641 	0.106975 	0.594092 	0.00187402 	2.274e+07 	4.01426 	1.07868 	1.04088 	1.04088
0 	1 	0.424036 	1.32584 	0.139013 	0.129354 	0.547724 	0.00190009 	2.24238e+07 	6.00393 	1.00101 	1.00056 	1.00056
0 	2 	0.424429 	1.42202 	0.133357 	0.144757 	0.518435 	0.00187279 	2.34219e+07 	6.14356 	1.01256 	1.00995 	1.00995
0 	3 	0.424624 	1.47486 	0.126436 	0.159024 	0.495667 	0.00196258 	2.16975e+07 	6.28319 	1.06078 	1.03321 	1.03321
0 	4 	0.423928 	1.53132 	0.122645 	0.173815 	0.472009 	0.00194016 	2.26805e+07 	6.24828 	1.04614 	1.02308 	1.02308
0 	5 	0.424037 	1.59261 	0.118422 	0.190606 	0.451345 	0.0019981 	2.19655e+07 	6.28319 	1.04847 	1.02531 	1.02531
0 	6 	0.425148 	1.67793 	0.117428 	0.214107 	0.424017 	0.00205113 	2.16966e+07 	6.28319 	1.03106 	1.01556 	1.01556
0 	7 	0.42344 	1.79311 	0.127902 	0.254545 	0.379608 	0.00254112 	1.52104e+07 	6.28319 	1.01151 	1.01066 	1.01066
1	8
1 	0 	0.42292 	1.13063 	0.328142 	0.0818538 	0.692155 	0.00128238 	4.80596e+07 	3.94444 	1.05336 	1.0277 	1.0277
1 	1 	0.423204 	1.2375 	0.315005 	0.0986305 	0.647636 	0.00129477 	4.74374e+07 	4.36332 	1.0005 	1.00066 	1.00066
1 	2 	0.424387 	1.335 	0.309024 	0.111981 	0.618488 	0.00131128 	4.6521e+07 	4.64258 	1.01277 	1.00655 	1.00655
1 	3 	0.423795 	1.43083 	0.302833 	0.124899 	0.593952 	0.00131365 	4.67599e+07 	4.71239 	1.03909 	1.02046 	1.02046
1 	4 	0.423672 	1.49957 	0.298205 	0.138895 	0.561611 	0.00132349 	4.66413e+07 	4.95673 	1.12274 	1.06268 	1.06268
1 	5 	0.424616 	1.56643 	0.29644 	0.156526 	0.527531 	0.00135353 	4.54921e+07 	5.06145 	1.28179 	1.14095 	1.14095
1 	6 	0.424598 	1.59676 	0.293838 	0.182392 	0.472351 	0.00139087 	4.4738e+07 	5.37561 	1.66193 	1.35904 	1.35904
1 	7 	0.424563 	1.73014 	0.293252 	0.234685 	0.397937 	0.00159459 	3.72641e+07 	6.07375 	1.2127 	1.25957 	1.25957
2	8
2 	0 	0.423559 	1.1059 	0.503391 	0.07116 	0.759828 	0.00128135 	4.79328e+07 	6.28319 	1.00563 	1.00491 	1.00491
2 	1 	0.424288 	1.19041 	0.495251 	0.0851802 	0.700911 	0.00133002 	4.47145e+07 	6.28319 	1.03496 	1.01766 	1.01766
2 	2 	0.424122 	1.27695 	0.492287 	0.0959819 	0.675026 	0.00134485 	4.39083e+07 	6.28319 	1.08839 	1.04431 	1.04431
2 	3 	0.424306 	1.37205 	0.490988 	0.107844 	0.649308 	0.00134161 	4.4347e+07 	6.28319 	1.16742 	1.08511 	1.08511
2 	4 	0.424139 	1.48255 	0.491437 	0.121676 	0.624923 	0.00138368 	4.20498e+07 	6.28319 	1.21679 	1.11053 	1.11053
2 	5 	0.424271 	1.53024 	0.489585 	0.139988 	0.570022 	0.00137324 	4.33789e+07 	6.28319 	1.31835 	1.172 	1.172
2 	6 	0.423922 	1.55129 	0.490581 	0.170395 	0.489234 	0.00142413 	4.19204e+07 	5.86431 	1.15103 	1.1271 	1.1271
2 	7 	0.424235 	1.69622 	0.492861 	0.22583 	0.408494 	0.00180716 	2.85694e+07 	3.66519 	1.0008 	1.26618 	1.26618
3	8
3 	0 	0.423983 	1.08429 	0.691415 	0.0659539 	0.798027 	0.00182869 	2.34812e+07 	6.28319 	1.01762 	1.00889 	1.00889
3 	1 	0.424371 	1.17348 	0.686854 	0.0780617 	0.738504 	0.00180728 	2.41545e+07 	6.28319 	1.05105 	1.02589 	1.02589
3 	2 	0.424648 	1.24927 	0.684765 	0.0888247 	0.7046 	0.0018524 	2.30784e+07 	6.28319 	1.04702 	1.0247 	1.0247
3 	3 	0.424522 	1.34615 	0.684203 	0.100788 	0.677079 	0.00184987 	2.32484e+07 	6.28319 	1.03105 	1.01693 	1.01693
3 	4 	0.424432 	1.43781 	0.682687 	0.114651 	0.640011 	0.00189204 	2.23823e+07 	6.28319 	1.00814 	1.00883 	1.00883
3 	5 	0.424753 	1.51916 	0.682921 	0.132148 	0.593257 	0.00189805 	2.25319e+07 	6.28319 	1.00104 	1.00826 	1.00826
3 	6 	0.424555 	1.5761 	0.681942 	0.159829 	0.519749 	0.00194096 	2.22303e+07 	3.76991 	1.12359 	1.09343 	1.09343
3 	7 	0.425146 	1.71308 	0.674959 	0.209572 	0.43806 	0.0023327 	1.66603e+07 	2.79253 	1.74075 	1.457 	1.457
4	8
4 	0 	0.42583 	1.07052 	0.883396 	0.0631141 	0.822623 	0.00362957 	6.86796e+06 	6.28319 	1.00878 	1.00439 	1.00439
4 	1 	0.425934 	1.15279 	0.881315 	0.073029 	0.766218 	0.00370162 	6.50437e+06 	6.28319 	1.00003 	1.00007 	1.00007
4 	2 	0.425963 	1.21918 	0.88037 	0.0819768 	0.730028 	0.00372301 	6.34339e+06 	6.28319 	1.01641 	1.00992 	1.00992
4 	3 	0.425989 	1.30665 	0.877173 	0.0917735 	0.703283 	0.00365155 	6.51351e+06 	6.28319 	1.05996 	1.03129 	1.03129
4 	4 	0.42635 	1.41718 	0.874112 	0.103807 	0.675251 	0.00365085 	6.4387e+06 	6.03884 	1.1098 	1.05812 	1.05812
4 	5 	0.426274 	1.56334 	0.873855 	0.118552 	0.652768 	0.00368124 	6.28446e+06 	5.06145 	1.17165 	1.09 	1.09
4 	6 	0.426792 	1.6683 	0.869841 	0.139832 	0.594259 	0.00371921 	6.10927e+06 	3.7001 	1.50421 	1.26715 	1.26715
4 	7 	0.428645 	1.77798 	0.855373 	0.17998 	0.503343 	0.00477187 	3.80031e+06 	2.47837 	2.98012 	2.02838 	2.02838
5	3
5 	0 	0.428779 	1.10939 	1.06151 	0.0664422 	0.810671 	0.00589614 	2.58685e+06 	5.86431 	1.15878 	1.08647 	1.08647
5 	1 	0.429558 	1.33685 	1.05599 	0.0859075 	0.754589 	0.00614213 	2.33039e+06 	3.59538 	1.4627 	1.24113 	1.24113
5 	2 	0.430433 	1.69971 	1.05118 	0.119447 	0.694609 	0.00633827 	2.14514e+06 	3.03687 	2.01648 	1.5263 	1.5263
6	1
6 	0 	0.442026 	1.31718 	1.21943 	0.0785029 	0.819875 	0.0398804 	62122 	2.26893 	3.62953 	2.33882 	2.33882
