    0   0.327536   0.077496   1.103140   0.128725 6.921080e-04 4.949500e-03 2.278651e-03 6.811840e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
    1   0.329180   0.091836   1.169170   0.122644 5.336400e-04 6.616990e-03 1.258662e-02 6.451700e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
    2   0.326853   0.103451   1.247800   0.126355 4.535850e-04 8.024970e-03 -7.558928e-04 6.551910e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
    3   0.327091   0.115949   1.391020   0.127048 3.366910e-04 8.794520e-03 4.374620e-03 6.538910e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
    4   0.326432   0.128620   1.482280   0.118528 2.615280e-04 9.258720e-03 1.555910e-02 6.784030e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
    5   0.325699   0.143762   1.600720   0.127041 2.201220e-04 1.090000e-02 1.051580e-02 6.794500e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
    6   0.326113   0.164808   1.663370   0.121954 1.792480e-04 1.227980e-02 5.503679e-03 6.940210e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
    7   0.325411   0.215818   1.732150   0.148307 1.590620e-04 1.867920e-02 1.502467e-02 9.495520e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
    8   0.324175   0.073848   1.120610   0.305744 1.116740e-03 7.623260e-03 1.264908e-02 5.130040e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
    9   0.326440   0.088288   1.218720   0.293624 8.390250e-04 1.076920e-02 1.299655e-02 5.390200e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
   10   0.324915   0.102641   1.370510   0.295680 6.083520e-04 1.290410e-02 1.351766e-02 5.465980e-03 3.949660e-01 -2.189180e-01 3.061520e-01 -1.626920e-01
