5
0	8
0 	0 	0.325039 	1.16034 	0.137582 	0.0852158 	0.678735 	0.00665302 	7.79493e+06 	4.2237 	1.0153 	1.0168 	1.0168
0 	1 	0.325991 	1.29936 	0.127008 	0.107615 	0.605073 	0.00675717 	7.55646e+06 	5.96903 	1.01667 	1.00873 	1.00873
0 	2 	0.326707 	1.38214 	0.127532 	0.128177 	0.544485 	0.00665501 	7.79027e+06 	6.07375 	1.04093 	1.02127 	1.02127
0 	3 	0.325309 	1.37519 	0.112874 	0.147389 	0.471648 	0.0066295 	7.85032e+06 	6.24828 	1.00045 	1.00147 	1.00147
0 	4 	0.324589 	1.31037 	0.124315 	0.165728 	0.409223 	0.00664495 	7.81385e+06 	6.28319 	1.00855 	1.02122 	1.02122
0 	5 	0.322795 	1.35512 	0.124205 	0.187149 	0.374798 	0.00668685 	7.71626e+06 	6.28319 	1.00394 	1.00484 	1.00484
0 	6 	0.324036 	1.47201 	0.112999 	0.210022 	0.359585 	0.00678799 	7.48803e+06 	6.28319 	1.00008 	1.00238 	1.00238
0 	7 	0.324395 	1.70207 	0.125617 	0.250815 	0.355009 	0.00741785 	6.27037e+06 	6.24828 	1.00487 	1.00263 	1.00263
1	8
1 	0 	0.324928 	1.14197 	0.294748 	0.0760789 	0.744561 	0.00537988 	1.19208e+07 	6.28319 	1.00875 	1.00902 	1.00902
1 	1 	0.325531 	1.26384 	0.301927 	0.0953836 	0.659524 	0.00539666 	1.18467e+07 	6.14356 	1.02764 	1.01435 	1.01435
1 	2 	0.326743 	1.35337 	0.303304 	0.113326 	0.603007 	0.00557882 	1.10857e+07 	6.28319 	1.00872 	1.00663 	1.00663
1 	3 	0.323447 	1.40893 	0.304896 	0.130597 	0.547856 	0.00540524 	1.18092e+07 	6.17847 	1.04448 	1.02226 	1.02226
1 	4 	0.324861 	1.42217 	0.298346 	0.150142 	0.494045 	0.00554063 	1.12391e+07 	6.17847 	1.05275 	1.03667 	1.03667
1 	5 	0.326397 	1.42409 	0.292812 	0.1724 	0.431893 	0.00550939 	1.13669e+07 	6.21337 	1.10958 	1.06085 	1.06085
1 	6 	0.324046 	1.51446 	0.295737 	0.201099 	0.397907 	0.0055971 	1.10134e+07 	6.28319 	1.22041 	1.11657 	1.11657
1 	7 	0.323889 	1.71562 	0.298902 	0.24903 	0.358366 	0.00625889 	8.80754e+06 	6.03884 	1.26802 	1.14132 	1.14132
2	8
2 	0 	0.323992 	1.14488 	0.494608 	0.0740965 	0.764811 	0.00599843 	9.58902e+06 	6.28319 	1.00168 	1.00136 	1.00136
2 	1 	0.325131 	1.22045 	0.495689 	0.0915328 	0.660146 	0.00609472 	9.28844e+06 	6.28319 	1.00372 	1.00226 	1.00226
2 	2 	0.323997 	1.29804 	0.494535 	0.105275 	0.6178 	0.0060649 	9.38e+06 	6.28319 	1.006 	1.00409 	1.00409
2 	3 	0.324489 	1.3798 	0.496458 	0.119883 	0.582554 	0.00616805 	9.06888e+06 	6.28319 	1.04982 	1.02503 	1.02503
2 	4 	0.324592 	1.45514 	0.490677 	0.135999 	0.547313 	0.00612268 	9.20378e+06 	6.28319 	1.06068 	1.03119 	1.03119
2 	5 	0.325034 	1.47028 	0.491835 	0.156578 	0.48872 	0.0062139 	8.93554e+06 	6.21337 	1.16638 	1.08528 	1.08528
2 	6 	0.323983 	1.50617 	0.482893 	0.18487 	0.427064 	0.00616834 	9.06802e+06 	5.8294 	1.23502 	1.11783 	1.11783
2 	7 	0.324697 	1.68267 	0.483968 	0.233864 	0.38606 	0.00661482 	7.88522e+06 	5.13127 	1.10811 	1.05426 	1.05426
3	8
3 	0 	0.325132 	1.12425 	0.685154 	0.0716631 	0.772923 	0.0098466 	3.55858e+06 	6.28319 	1.04354 	1.02685 	1.02685
3 	1 	0.324619 	1.20823 	0.681057 	0.0876838 	0.684054 	0.0096727 	3.68769e+06 	5.86431 	1.04412 	1.02397 	1.02397
3 	2 	0.324887 	1.27888 	0.679168 	0.100428 	0.634702 	0.00981785 	3.57945e+06 	6.10865 	1.08685 	1.04594 	1.04594
3 	3 	0.325268 	1.39141 	0.67969 	0.113543 	0.619529 	0.00987956 	3.53489e+06 	5.55015 	1.07435 	1.0378 	1.0378
3 	4 	0.326239 	1.46395 	0.675025 	0.127824 	0.584689 	0.0100765 	3.39806e+06 	5.51524 	1.09013 	1.04563 	1.04563
3 	5 	0.325495 	1.5375 	0.676808 	0.145767 	0.548154 	0.0101327 	3.36046e+06 	5.68977 	1.06273 	1.03393 	1.03393
3 	6 	0.325577 	1.57463 	0.670921 	0.171844 	0.482445 	0.0100559 	3.41199e+06 	4.57276 	1.02506 	1.02557 	1.02557
3 	7 	0.324751 	1.71077 	0.665088 	0.21755 	0.424145 	0.0117628 	2.49361e+06 	3.83972 	1.00055 	1.03729 	1.03729
4	3
4 	0 	0.327462 	1.25729 	0.902466 	0.0814127 	0.773269 	0.010894 	2.90718e+06 	5.65487 	1.00005 	1.00342 	1.00342
4 	1 	0.327873 	1.63805 	0.881397 	0.129677 	0.656164 	0.011026 	2.838e+06 	4.43314 	1.06408 	1.05197 	1.05197
4 	2 	0.329592 	1.81766 	0.845961 	0.197118 	0.498136 	0.0447462 	172321 	2.37365 	1.61928 	1.40055 	1.40055
