         0 0.0000e+00 2.5030e-02 3.9497e-01 -2.1892e-01 3.2037e-01 -1.7100e-01
        10 1.7757e+02 6.9027e-41 3.9515e-01 -2.1756e-01 3.2044e-01 -1.7001e-01
        11 7.0540e+02 1.6668e-155 3.9187e-01 -2.1779e-01 3.1766e-01 -1.7012e-01
        12 8.3940e+01 1.4833e-20 3.9393e-01 -2.1794e-01 3.1938e-01 -1.7036e-01
        13 1.4976e+01 1.4009e-05 3.9389e-01 -2.1903e-01 3.1952e-01 -1.7089e-01
        14 2.5448e+02 1.3764e-57 3.9298e-01 -2.1799e-01 3.1868e-01 -1.7047e-01
        15 9.2313e+01 2.2544e-22 3.9664e-01 -2.1737e-01 3.2178e-01 -1.7000e-01
        16 6.6497e+02 1.0062e-146 3.9725e-01 -2.1883e-01 3.2260e-01 -1.7092e-01
        17 3.7644e+02 4.5325e-84 3.9621e-01 -2.1885e-01 3.2147e-01 -1.7082e-01
        18 3.0177e+01 7.0095e-09 3.9568e-01 -2.1835e-01 3.2110e-01 -1.7051e-01
        19 8.7956e+01 1.9906e-21 3.9532e-01 -2.1827e-01 3.2073e-01 -1.7037e-01
        20 6.7455e+00 8.5844e-04 3.9749e-01 -2.1809e-01 3.2258e-01 -1.7052e-01
        21 1.4785e+02 1.9692e-34 3.9702e-01 -2.1767e-01 3.2215e-01 -1.7017e-01
        22 3.7647e+02 4.4565e-84 3.9416e-01 -2.1784e-01 3.1987e-01 -1.6997e-01
        23 3.2963e+01 1.7403e-09 3.9593e-01 -2.1925e-01 3.2125e-01 -1.7111e-01
        24 2.0188e+01 1.0346e-06 3.9551e-01 -2.1789e-01 3.2089e-01 -1.7056e-01
        25 1.5343e+02 1.2075e-35 3.9518e-01 -2.1796e-01 3.2045e-01 -1.7044e-01
        26 1.6686e+02 1.4645e-38 3.9489e-01 -2.1904e-01 3.2027e-01 -1.7104e-01
        27 4.8078e+01 9.0857e-13 3.9355e-01 -2.1929e-01 3.1905e-01 -1.7101e-01
        28 2.4894e+02 2.1931e-56 3.9748e-01 -2.1852e-01 3.2259e-01 -1.7055e-01
        29 2.3427e+02 3.3654e-53 3.9508e-01 -2.1954e-01 3.2056e-01 -1.7109e-01
        30 2.6683e+02 2.8600e-60 3.9463e-01 -2.1663e-01 3.2014e-01 -1.6953e-01
        31 8.1947e+02 2.8310e-180 3.9619e-01 -2.1906e-01 3.2140e-01 -1.7062e-01
        32 3.0378e+02 2.7128e-68 3.9335e-01 -2.1771e-01 3.1886e-01 -1.6990e-01
        33 1.4575e+02 5.6257e-34 3.9376e-01 -2.1777e-01 3.1936e-01 -1.7040e-01
        34 5.6712e+02 1.7810e-125 3.9645e-01 -2.1713e-01 3.2160e-01 -1.6941e-01
        35 2.1418e+02 7.7468e-49 3.9619e-01 -2.1628e-01 3.2138e-01 -1.6949e-01
        36 1.1275e+02 8.2165e-27 3.9364e-01 -2.1943e-01 3.1916e-01 -1.7107e-01
        37 8.2021e+01 3.8720e-20 3.9505e-01 -2.1872e-01 3.2053e-01 -1.7052e-01
        38 1.0942e+02 4.3520e-26 3.9775e-01 -2.1743e-01 3.2286e-01 -1.7007e-01
        39 8.6258e+01 4.6530e-21 3.9431e-01 -2.1838e-01 3.1979e-01 -1.7076e-01
        40 9.6185e+02 3.4271e-211 3.9698e-01 -2.1791e-01 3.2217e-01 -1.7024e-01
        41 4.3817e+02 1.7835e-97 3.9656e-01 -2.1989e-01 3.2178e-01 -1.7135e-01
        42 6.3959e+02 3.2530e-141 3.9548e-01 -2.1706e-01 3.2083e-01 -1.6956e-01
        43 1.3018e+02 1.3491e-30 3.9543e-01 -2.1689e-01 3.2078e-01 -1.6977e-01
        44 2.3019e+02 2.5937e-52 3.9399e-01 -2.1874e-01 3.1944e-01 -1.7091e-01
        45 1.7511e+02 2.3621e-40 3.9264e-01 -2.1831e-01 3.1826e-01 -1.7045e-01
        46 4.7832e+02 3.4081e-106 3.9861e-01 -2.1909e-01 3.2353e-01 -1.7098e-01
        47 7.6451e+01 6.2707e-19 3.9497e-01 -2.1929e-01 3.2037e-01 -1.7099e-01
        48 4.6869e+02 4.2106e-104 3.9489e-01 -2.1684e-01 3.2038e-01 -1.6958e-01
        49 2.4261e+02 5.1930e-55 3.9249e-01 -2.1817e-01 3.1816e-01 -1.7038e-01
        50 3.9656e+02 1.9316e-88 3.9628e-01 -2.1892e-01 3.2174e-01 -1.7075e-01
        51 2.4314e+01 1.3146e-07 3.9475e-01 -2.1874e-01 3.2007e-01 -1.7068e-01
        52 1.8867e+03 0.0000e+00 3.9852e-01 -2.1892e-01 3.2379e-01 -1.7083e-01
        53 9.1505e+01 3.3757e-22 3.9421e-01 -2.1779e-01 3.1967e-01 -1.7049e-01
        54 6.8205e+01 3.8730e-17 3.9531e-01 -2.1768e-01 3.2077e-01 -1.7032e-01
        55 3.8909e+02 8.0926e-87 3.9286e-01 -2.1807e-01 3.1842e-01 -1.7002e-01
        56 6.9092e+02 2.3315e-152 3.9044e-01 -2.1877e-01 3.1632e-01 -1.7084e-01
        57 3.6399e+02 2.2824e-81 3.9274e-01 -2.1746e-01 3.1837e-01 -1.6996e-01
        58 3.2580e+01 2.1080e-09 3.9395e-01 -2.1896e-01 3.1944e-01 -1.7100e-01
        59 1.5877e+02 8.3678e-37 3.9325e-01 -2.1800e-01 3.1877e-01 -1.7050e-01
        60 7.6308e+02 4.9911e-168 3.9362e-01 -2.1786e-01 3.1932e-01 -1.6986e-01
        61 1.8241e+02 6.1476e-42 3.9354e-01 -2.1825e-01 3.1911e-01 -1.7037e-01
        62 2.0544e+02 6.1224e-47 3.9494e-01 -2.1949e-01 3.2034e-01 -1.7103e-01
        63 4.6930e+01 1.6135e-12 3.9497e-01 -2.1830e-01 3.2021e-01 -1.7056e-01
        64 5.2803e+01 8.5595e-14 3.9566e-01 -2.1838e-01 3.2095e-01 -1.7070e-01
        65 1.3724e+02 3.9587e-32 3.9493e-01 -2.1865e-01 3.2034e-01 -1.7068e-01
        66 2.7605e+02 2.8518e-62 3.9245e-01 -2.1838e-01 3.1813e-01 -1.7036e-01
        67 3.2034e+02 6.8805e-72 3.9482e-01 -2.1777e-01 3.2030e-01 -1.7010e-01
        68 8.2169e+02 9.3284e-181 3.9162e-01 -2.1780e-01 3.1740e-01 -1.7044e-01
        69 4.5111e+02 2.7679e-100 3.9496e-01 -2.1849e-01 3.2049e-01 -1.7033e-01
        70 1.6774e+02 9.4218e-39 3.9407e-01 -2.1850e-01 3.1948e-01 -1.7075e-01
        71 1.4821e+02 1.6389e-34 3.9609e-01 -2.1916e-01 3.2127e-01 -1.7095e-01
        72 1.3525e+02 1.0704e-31 3.9667e-01 -2.1836e-01 3.2179e-01 -1.7053e-01
        73 1.0662e+02 1.7596e-25 3.9414e-01 -2.1863e-01 3.1963e-01 -1.7053e-01
        74 1.9494e+00 9.4439e-03 3.9592e-01 -2.1850e-01 3.2111e-01 -1.7080e-01
        75 2.2877e+02 5.2561e-52 3.9260e-01 -2.1769e-01 3.1818e-01 -1.7019e-01
        76 1.4702e+02 2.9787e-34 3.9359e-01 -2.1874e-01 3.1919e-01 -1.7060e-01
        77 2.7055e+02 4.4527e-61 3.9683e-01 -2.1784e-01 3.2212e-01 -1.7018e-01
        78 8.9109e+00 2.9073e-04 3.9554e-01 -2.1807e-01 3.2089e-01 -1.7046e-01
        79 1.8464e+02 2.0165e-42 3.9787e-01 -2.1714e-01 3.2297e-01 -1.6984e-01
        80 1.0846e+02 7.0360e-26 3.9422e-01 -2.1814e-01 3.1968e-01 -1.7043e-01
        81 1.3215e+02 5.0333e-31 3.9522e-01 -2.1825e-01 3.2062e-01 -1.7060e-01
        82 7.9049e+02 5.5730e-174 3.9365e-01 -2.1648e-01 3.1932e-01 -1.6898e-01
        83 1.0360e+02 7.9719e-25 3.9647e-01 -2.1908e-01 3.2166e-01 -1.7094e-01
        84 1.6887e+02 5.3517e-39 3.9582e-01 -2.1854e-01 3.2114e-01 -1.7057e-01
        85 5.2705e+02 8.9220e-117 3.9548e-01 -2.1873e-01 3.2097e-01 -1.7046e-01
        86 1.4276e+02 2.5015e-33 3.9677e-01 -2.1818e-01 3.2191e-01 -1.7048e-01
