5
0	8
0 	0 	0.322923 	2.19054 	0.142985 	0.168888 	0.630721 	0.00262664 	1.85716e+07 	3.80482 	1.00233 	1.00126 	1.00126
0 	1 	0.324297 	2.29681 	0.126633 	0.19816 	0.566007 	0.00265979 	1.97522e+07 	5.86431 	1.03159 	1.01694 	1.01694
0 	2 	0.323952 	2.36937 	0.126446 	0.21718 	0.539993 	0.00285996 	1.80818e+07 	6.28319 	1.04675 	1.02606 	1.02606
0 	3 	0.324822 	2.38905 	0.116012 	0.235008 	0.50753 	0.00290977 	1.84075e+07 	6.21337 	1.11009 	1.0553 	1.0553
0 	4 	0.32441 	2.43417 	0.117703 	0.252117 	0.48326 	0.00298019 	1.84345e+07 	6.28319 	1.09205 	1.04936 	1.04936
0 	5 	0.324661 	2.44037 	0.113582 	0.271716 	0.457497 	0.00305129 	1.85764e+07 	6.28319 	1.06746 	1.0362 	1.0362
0 	6 	0.325158 	2.48102 	0.122682 	0.298592 	0.431567 	0.00321545 	1.79943e+07 	6.28319 	1.00249 	1.00362 	1.00362
0 	7 	0.324955 	2.61773 	0.132778 	0.338065 	0.401301 	0.0038883 	1.36248e+07 	6.28319 	1.06636 	1.06185 	1.06185
1	8
1 	0 	0.323521 	2.12043 	0.307341 	0.149213 	0.689618 	0.00217112 	2.5695e+07 	4.36332 	1.01793 	1.00948 	1.00948
1 	1 	0.323944 	2.23696 	0.300462 	0.170864 	0.634336 	0.00225116 	2.54434e+07 	4.60767 	1.10003 	1.05002 	1.05002
1 	2 	0.324468 	2.32539 	0.291571 	0.189416 	0.595653 	0.00232235 	2.52713e+07 	5.02655 	1.33295 	1.16726 	1.16726
1 	3 	0.324539 	2.40576 	0.292016 	0.208708 	0.564353 	0.00239404 	2.51976e+07 	5.13127 	1.57521 	1.29071 	1.29071
1 	4 	0.324619 	2.44709 	0.293094 	0.229936 	0.527551 	0.00246437 	2.53126e+07 	5.16617 	1.85588 	1.47123 	1.47123
1 	5 	0.325125 	2.44537 	0.293398 	0.255366 	0.480499 	0.00257319 	2.49684e+07 	4.92183 	1.69746 	1.45694 	1.45694
1 	6 	0.32466 	2.44412 	0.296041 	0.287869 	0.434039 	0.00267981 	2.51594e+07 	3.21141 	1.20949 	1.3449 	1.3449
1 	7 	0.324317 	2.5699 	0.292156 	0.334445 	0.394457 	0.00310129 	2.12047e+07 	3.49066 	1.00095 	1.37693 	1.37693
2	8
2 	0 	0.324881 	2.10589 	0.48626 	0.145188 	0.703618 	0.00269427 	1.65082e+07 	6.28319 	1.32243 	1.16477 	1.16477
2 	1 	0.32426 	2.22377 	0.491889 	0.167968 	0.641592 	0.00276882 	1.66791e+07 	6.07375 	1.38083 	1.20447 	1.20447
2 	2 	0.324005 	2.31955 	0.493465 	0.18952 	0.594299 	0.00285162 	1.67614e+07 	4.99164 	1.22733 	1.14658 	1.14658
2 	3 	0.324143 	2.39881 	0.493465 	0.210775 	0.559663 	0.00301949 	1.59309e+07 	5.3058 	1.07633 	1.10193 	1.10193
2 	4 	0.324153 	2.40891 	0.494854 	0.232526 	0.517325 	0.0030607 	1.65183e+07 	3.80482 	1.0014 	1.10526 	1.10526
2 	5 	0.323785 	2.40695 	0.494174 	0.258282 	0.470525 	0.00322088 	1.60462e+07 	3.24631 	1.05467 	1.18394 	1.18394
2 	6 	0.323992 	2.41612 	0.493856 	0.289074 	0.430615 	0.00337231 	1.59265e+07 	2.82743 	1.24312 	1.29595 	1.29595
2 	7 	0.323447 	2.55313 	0.493407 	0.333934 	0.394627 	0.00384041 	1.38005e+07 	2.40855 	1.60039 	1.52964 	1.52964
3	8
3 	0 	0.325559 	2.10507 	0.677069 	0.145285 	0.70278 	0.00437183 	6.27279e+06 	4.2586 	1.02156 	1.02051 	1.02051
3 	1 	0.325958 	2.21285 	0.677307 	0.165104 	0.649283 	0.00455476 	6.11645e+06 	3.63028 	1.13986 	1.10236 	1.10236
3 	2 	0.325769 	2.28964 	0.674509 	0.182346 	0.608394 	0.0046229 	6.24716e+06 	3.28122 	1.29538 	1.19451 	1.19451
3 	3 	0.32573 	2.38044 	0.672156 	0.199855 	0.579082 	0.00483073 	6.03089e+06 	3.03687 	1.45892 	1.26995 	1.26995
3 	4 	0.326173 	2.45983 	0.670224 	0.217915 	0.552311 	0.00500414 	5.93431e+06 	2.86234 	1.70252 	1.4005 	1.4005
3 	5 	0.327074 	2.50566 	0.666296 	0.2387 	0.516522 	0.00513554 	5.99093e+06 	2.47837 	2.00322 	1.54997 	1.54997
3 	6 	0.327725 	2.54189 	0.658321 	0.268079 	0.472204 	0.0053694 	5.95823e+06 	2.0944 	2.73502 	1.92862 	1.92862
3 	7 	0.327997 	2.64633 	0.649279 	0.315238 	0.425843 	0.0065456 	4.55053e+06 	1.78024 	4.27363 	2.69467 	2.69467
4	2
4 	0 	0.333704 	2.34295 	0.840926 	0.174054 	0.657944 	0.00800995 	2.35922e+06 	2.54818 	3.02219 	2.04115 	2.04115
4 	1 	0.337801 	2.81618 	0.832598 	0.249376 	0.549342 	0.0260858 	249271 	1.29154 	7.19381 	4.13492 	4.13492
