0.0001 -2.67066e-06
0.010089 -0.00451452
0.020078 -0.0136376
0.030067 -0.0253574
0.040056 -0.0384223
0.050045 -0.0519242
0.060034 -0.0651898
0.070023 -0.0776492
0.080012 -0.0889874
0.090001 -0.0989116
0.09999 -0.10728
0.109979 -0.113998
0.119968 -0.119081
0.129957 -0.122556
0.139946 -0.124501
0.149935 -0.125034
0.159924 -0.124277
0.169913 -0.122372
0.179902 -0.119475
0.189891 -0.115733
0.19988 -0.11128
0.209869 -0.106287
0.219858 -0.100847
0.229847 -0.095117
0.239836 -0.0891864
0.249825 -0.0831598
0.259814 -0.0771353
0.269803 -0.0711692
0.279792 -0.0653468
0.289781 -0.0597049
0.29977 -0.0542915
0.309759 -0.0491435
0.319748 -0.0442785
0.329737 -0.0397205
0.339726 -0.0354743
0.349715 -0.0315439
0.359704 -0.0279298
0.369693 -0.0246254
0.379682 -0.0216206
0.389671 -0.0189023
0.39966 -0.016458
0.409649 -0.0142721
0.419638 -0.0123252
0.429627 -0.0105954
0.439616 -0.00906827
0.449605 -0.00772902
0.459594 -0.00656123
0.469583 -0.00554488
0.479572 -0.00466344
0.489561 -0.00390399
0.49955 -0.00325355
0.509539 -0.00269939
0.519528 -0.00222865
0.529517 -0.00183057
0.539506 -0.00149608
0.549495 -0.00121664
0.559484 -0.000984535
0.569473 -0.000792602
0.579462 -0.000634586
0.589451 -0.000505304
0.59944 -0.000400194
0.609429 -0.000315234
0.619418 -0.000246886
0.629407 -0.000192222
0.639396 -0.000148742
0.649385 -0.000114397
0.659374 -8.74334e-05
0.669363 -6.63741e-05
0.679352 -5.00361e-05
0.689341 -3.74355e-05
0.69933 -2.77932e-05
0.709319 -2.04708e-05
0.719308 -1.49441e-05
0.729297 -1.08045e-05
0.739286 -7.73188e-06
0.749275 -5.4727e-06
0.759264 -3.82707e-06
0.769253 -2.64168e-06
0.779242 -1.79678e-06
0.789231 -1.20272e-06
0.79922 -7.90988e-07
0.809209 -5.10245e-07
0.819198 -3.22001e-07
0.829187 -1.98311e-07
0.839176 -1.18829e-07
0.849165 -6.90113e-08
0.859154 -3.87127e-08
0.869143 -2.08543e-08
0.879132 -1.07226e-08
0.889121 -5.22087e-09
0.89911 -2.3834e-09
0.909099 -1.00758e-09
0.919088 -3.87399e-10
0.929077 -1.32414e-10
0.939066 -3.88233e-11
0.949055 -9.29283e-12
0.959044 -1.65019e-12
0.969033 -1.86318e-13
0.979022 -9.20289e-15
0.989011 -5.62724e-17
0.999 -1.73134e-17
