0.0001 0.000554946
0.010089 0.00981518
0.020078 0.0185942
0.030067 0.0277489
0.040056 0.0371912
0.050045 0.0468237
0.060034 0.0565673
0.070023 0.0663514
0.080012 0.0761056
0.090001 0.0857739
0.09999 0.0952973
0.109979 0.104629
0.119968 0.113718
0.129957 0.122525
0.139946 0.131011
0.149935 0.139146
0.159924 0.146882
0.169913 0.154209
0.179902 0.161092
0.189891 0.167508
0.19988 0.173448
0.209869 0.178881
0.219858 0.183813
0.229847 0.188218
0.239836 0.1921
0.249825 0.195452
0.259814 0.198268
0.269803 0.20056
0.279792 0.202318
0.289781 0.20356
0.29977 0.204288
0.309759 0.204511
0.319748 0.204247
0.329737 0.203504
0.339726 0.202301
0.349715 0.200656
0.359704 0.198586
0.369693 0.196108
0.379682 0.193243
0.389671 0.190025
0.39966 0.186464
0.409649 0.182573
0.419638 0.178388
0.429627 0.173973
0.439616 0.169331
0.449605 0.164456
0.459594 0.159357
0.469583 0.154117
0.479572 0.148772
0.489561 0.143312
0.49955 0.137738
0.509539 0.132073
0.519528 0.126391
0.529517 0.120714
0.539506 0.115028
0.549495 0.109346
0.559484 0.103686
0.569473 0.0980941
0.579462 0.0926019
0.589451 0.087197
0.59944 0.0818796
0.609429 0.0766699
0.619418 0.0715992
0.629407 0.0666815
0.639396 0.0619332
0.649385 0.0573373
0.659374 0.0528898
0.669363 0.0486301
0.679352 0.0445641
0.689341 0.0407017
0.69933 0.0370275
0.709319 0.0335233
0.719308 0.0302193
0.729297 0.0271324
0.739286 0.0242459
0.749275 0.0215497
0.759264 0.0190383
0.769253 0.01672
0.779242 0.0145939
0.789231 0.012655
0.79922 0.010889
0.809209 0.0092874
0.819198 0.00784602
0.829187 0.00656702
0.839176 0.0054415
0.849165 0.00444884
0.859154 0.00358637
0.869143 0.00284204
0.879132 0.00221499
0.889121 0.00169303
0.89911 0.0012596
0.909099 0.00091196
0.919088 0.000633066
0.929077 0.000424611
0.939066 0.000266576
0.949055 0.00015621
0.959044 7.98783e-05
0.969033 3.67478e-05
0.979022 1.13314e-05
0.989011 5.61402e-07
0.999 -8.08386e-08
