    0   0.323289   0.099398   1.196120   0.155621 4.816440e-04 -1.248700e-02 -1.245643e-02 -1.948500e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
    1   0.323952   0.122419   1.345930   0.142197 2.982790e-04 -1.524920e-02 -1.524723e-02 -2.359830e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
    2   0.323560   0.138142   1.418290   0.133495 2.306420e-04 -1.680140e-02 -1.679808e-02 -2.641300e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
    3   0.324387   0.153110   1.487860   0.124952 1.790390e-04 -1.773430e-02 -1.774656e-02 -2.880640e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
    4   0.324596   0.168458   1.560580   0.120858 1.432410e-04 -1.885020e-02 -1.886898e-02 -3.248490e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
    5   0.324594   0.185650   1.590580   0.114800 1.193260e-04 -1.990010e-02 -1.990223e-02 -3.597200e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
    6   0.324757   0.208780   1.667200   0.113439 9.327980e-05 -2.158040e-02 -2.166977e-02 -4.016870e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
    7   0.324786   0.250922   1.780840   0.121791 6.737010e-05 -2.606490e-02 -2.610283e-02 -5.624730e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
    8   0.323651   0.076189   1.121630   0.321626 8.904510e-04 -1.112460e-02 -1.112640e-02 -1.093500e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
    9   0.324247   0.092035   1.219370   0.311297 6.591970e-04 -1.630620e-02 -1.632690e-02 -1.677560e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   10   0.324050   0.105001   1.324050   0.305350 5.058480e-04 -1.967590e-02 -1.964288e-02 -2.056080e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   11   0.324577   0.117915   1.425850   0.299537 3.947060e-04 -2.277470e-02 -2.277460e-02 -2.557050e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   12   0.324637   0.132085   1.516750   0.297079 3.159040e-04 -2.632900e-02 -2.629350e-02 -3.117540e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   13   0.324609   0.150610   1.562290   0.292376 2.653780e-04 -3.157690e-02 -3.157691e-02 -4.334200e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   14   0.324835   0.179501   1.594510   0.295005 2.150430e-04 -3.938390e-02 -3.927014e-02 -6.179250e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   15   0.325317   0.233616   1.727030   0.295863 1.320920e-04 -4.872890e-02 -4.879245e-02 -9.681730e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   16   0.323630   0.067772   1.099210   0.501271 6.791450e-04 -8.021200e-03 -8.021626e-03 -8.581510e-06 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   17   0.324001   0.081119   1.185660   0.492717 5.328050e-04 -1.309690e-02 -1.307999e-02 -1.495620e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   18   0.324776   0.092382   1.278570   0.489882 4.214630e-04 -1.674150e-02 -1.674021e-02 -1.922690e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
   19   0.324716   0.104840   1.375980   0.489778 3.318710e-04 -2.065400e-02 -2.063331e-02 -2.473930e-05 3.949660e-01 -2.189180e-01 3.213440e-01 -1.717360e-01
