    0   0.323289   0.099398   1.196120   0.155621 4.816440e-04 -1.252880e-02 -1.135965e-02 1.560430e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
    1   0.323952   0.122419   1.345930   0.142197 2.982790e-04 -1.529680e-02 -1.444741e-02 1.547510e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
    2   0.323560   0.138142   1.418290   0.133495 2.306420e-04 -1.684830e-02 -2.009965e-02 1.572070e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
    3   0.324387   0.153110   1.487860   0.124952 1.790390e-04 -1.777700e-02 -1.659211e-02 1.624330e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
    4   0.324596   0.168458   1.560580   0.120858 1.432410e-04 -1.888690e-02 -1.671128e-02 1.723320e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
    5   0.324594   0.185650   1.590580   0.114800 1.193260e-04 -1.992800e-02 -2.000224e-02 1.807630e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
    6   0.324757   0.208780   1.667200   0.113439 9.327980e-05 -2.159440e-02 -2.551288e-02 1.861350e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
    7   0.324786   0.250922   1.780840   0.121791 6.737010e-05 -2.604970e-02 -2.176563e-02 2.157970e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
    8   0.323651   0.076189   1.121630   0.321626 8.904510e-04 -1.115760e-02 -1.151570e-02 9.829500e-04 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
    9   0.324247   0.092035   1.219370   0.311297 6.591970e-04 -1.635780e-02 -1.675247e-02 1.028790e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   10   0.324050   0.105001   1.324050   0.305350 5.058480e-04 -1.973770e-02 -1.968884e-02 1.044970e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   11   0.324577   0.117915   1.425850   0.299537 3.947060e-04 -2.284290e-02 -2.085778e-02 1.122760e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   12   0.324637   0.132085   1.516750   0.297079 3.159040e-04 -2.640080e-02 -2.748782e-02 1.184070e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   13   0.324609   0.150610   1.562290   0.292376 2.653780e-04 -3.164810e-02 -3.176068e-02 1.372590e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   14   0.324835   0.179501   1.594510   0.295005 2.150430e-04 -3.943720e-02 -3.800376e-02 1.568980e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   15   0.325317   0.233616   1.727030   0.295863 1.320920e-04 -4.871020e-02 -4.707636e-02 1.986860e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   16   0.323630   0.067772   1.099210   0.501271 6.791450e-04 -8.041260e-03 -7.515350e-03 1.069850e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   17   0.324001   0.081119   1.185660   0.492717 5.328050e-04 -1.313320e-02 -1.366388e-02 1.141970e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   18   0.324776   0.092382   1.278570   0.489882 4.214630e-04 -1.678890e-02 -1.796189e-02 1.148460e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   19   0.324716   0.104840   1.375980   0.489778 3.318710e-04 -2.071100e-02 -1.873758e-02 1.197800e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   20   0.324546   0.119201   1.478430   0.489177 2.607130e-04 -2.509200e-02 -2.496161e-02 1.197700e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   21   0.324599   0.138060   1.529630   0.491000 2.135650e-04 -3.196980e-02 -3.339220e-02 1.217860e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   22   0.324689   0.167985   1.576120   0.488847 1.678990e-04 -4.153490e-02 -4.141844e-02 1.344120e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   23   0.324851   0.224280   1.716500   0.486719 1.007970e-04 -5.312720e-02 -5.184901e-02 2.085880e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
   24   0.325975   0.063819   1.076310   0.673604 2.167070e-04 -7.998190e-03 -1.002197e-02 2.005610e-03 3.955390e-01 -2.187270e-01 3.209450e-01 -1.707830e-01
