    0   0.325039   0.085216   1.160340   0.137582 4.745560e-04 -1.365820e-02 -2.938639e-03 6.764790e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
    1   0.325991   0.107615   1.299360   0.127008 2.974560e-04 -1.875210e-02 -1.045714e-02 6.816160e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
    2   0.326707   0.128177   1.382140   0.127532 2.309040e-04 -2.488340e-02 -2.305356e-02 6.796560e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
    3   0.325309   0.147389   1.375190   0.112874 1.930040e-04 -2.855090e-02 -2.397980e-02 6.639250e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
    4   0.324589   0.165728   1.310370   0.124315 2.144130e-04 -3.838530e-02 -3.953303e-02 6.785960e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
    5   0.322795   0.187149   1.355120   0.124205 1.823570e-04 -4.480510e-02 -4.056949e-02 6.719210e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
    6   0.324036   0.210022   1.472010   0.112999 1.251740e-04 -4.592470e-02 -4.507028e-02 6.804150e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
    7   0.324395   0.250815   1.702070   0.125617 8.266330e-05 -5.942700e-02 -5.448579e-02 7.437360e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
    8   0.324928   0.076079   1.141970   0.294748 7.962150e-04 -1.703890e-02 -1.701577e-02 5.428410e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
    9   0.325531   0.095384   1.263840   0.301927 5.540850e-04 -2.725060e-02 -3.328491e-02 5.474100e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
   10   0.326743   0.113326   1.353370   0.303304 4.238990e-04 -3.694280e-02 -3.717885e-02 5.615810e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
   11   0.323447   0.130597   1.408930   0.304896 3.614620e-04 -4.725900e-02 -4.555837e-02 5.525560e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
   12   0.324861   0.150142   1.422170   0.298346 3.166870e-04 -5.903310e-02 -5.513146e-02 5.743800e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
   13   0.326397   0.172400   1.424090   0.292812 2.795800e-04 -7.208730e-02 -8.773030e-02 5.844640e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
   14   0.324046   0.201099   1.514460   0.295737 2.177610e-04 -8.738490e-02 -8.371084e-02 6.249550e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
   15   0.323889   0.249030   1.715620   0.298902 1.338930e-04 -1.099070e-01 -1.022761e-01 7.143400e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
   16   0.323992   0.074096   1.144880   0.494608 5.706640e-04 -1.588070e-02 -1.362148e-02 6.006590e-03 3.949660e-01 -2.189180e-01 2.976310e-01 -1.610090e-01
