         0 0.0000e+00 5.6311e-03 3.9554e-01 -2.1873e-01 3.0671e-01 -1.6245e-01
        10 1.6145e+02 4.9224e-38 3.9515e-01 -2.1756e-01 3.0622e-01 -1.6175e-01
        11 4.9683e+03 0.0000e+00 3.9187e-01 -2.1779e-01 3.0356e-01 -1.6191e-01
        12 6.7504e+02 1.4703e-149 3.9393e-01 -2.1794e-01 3.0520e-01 -1.6211e-01
        13 6.6028e+02 2.3628e-146 3.9389e-01 -2.1903e-01 3.0534e-01 -1.6257e-01
        14 2.2210e+03 0.0000e+00 3.9298e-01 -2.1799e-01 3.0454e-01 -1.6223e-01
        15 1.8078e+02 3.1191e-42 3.9664e-01 -2.1737e-01 3.0751e-01 -1.6175e-01
        16 1.2406e+03 2.2952e-272 3.9725e-01 -2.1883e-01 3.0829e-01 -1.6255e-01
        17 3.9685e+02 3.7612e-89 3.9621e-01 -2.1885e-01 3.0721e-01 -1.6246e-01
        18 5.6870e-01 4.2374e-03 3.9568e-01 -2.1835e-01 3.0686e-01 -1.6221e-01
        19 2.6349e+01 1.0693e-08 3.9532e-01 -2.1827e-01 3.0651e-01 -1.6208e-01
        20 8.4221e+02 7.3571e-186 3.9749e-01 -2.1809e-01 3.0827e-01 -1.6224e-01
        21 6.1422e+02 2.3687e-136 3.9702e-01 -2.1767e-01 3.0787e-01 -1.6189e-01
        22 5.8769e+02 1.3658e-130 3.9416e-01 -2.1784e-01 3.0569e-01 -1.6168e-01
        23 4.3372e+01 2.1500e-12 3.9593e-01 -2.1925e-01 3.0700e-01 -1.6277e-01
        24 7.3573e+00 1.4222e-04 3.9551e-01 -2.1789e-01 3.0666e-01 -1.6231e-01
        25 7.1526e+01 1.6555e-18 3.9518e-01 -2.1796e-01 3.0623e-01 -1.6220e-01
        26 1.2568e+01 1.0505e-05 3.9489e-01 -2.1904e-01 3.0606e-01 -1.6270e-01
        27 1.2767e+03 3.2301e-280 3.9355e-01 -2.1929e-01 3.0489e-01 -1.6269e-01
        28 1.3329e+03 2.0152e-292 3.9748e-01 -2.1852e-01 3.0829e-01 -1.6222e-01
        29 2.0407e+00 2.0299e-03 3.9508e-01 -2.1954e-01 3.0634e-01 -1.6271e-01
        30 5.5014e+02 1.9507e-122 3.9463e-01 -2.1663e-01 3.0593e-01 -1.6134e-01
        31 2.5539e+02 1.9615e-58 3.9619e-01 -2.1906e-01 3.0714e-01 -1.6224e-01
        32 1.1647e+03 6.9585e-256 3.9335e-01 -2.1771e-01 3.0471e-01 -1.6163e-01
        33 1.0940e+03 1.5691e-240 3.9376e-01 -2.1777e-01 3.0519e-01 -1.6216e-01
        34 1.5090e+02 9.6264e-36 3.9645e-01 -2.1713e-01 3.0734e-01 -1.6114e-01
        35 1.0425e-01 5.3451e-03 3.9619e-01 -2.1628e-01 3.0712e-01 -1.6132e-01
        36 9.8204e+02 3.1792e-216 3.9364e-01 -2.1943e-01 3.0499e-01 -1.6275e-01
        37 7.0618e+01 2.6067e-18 3.9505e-01 -2.1872e-01 3.0631e-01 -1.6220e-01
        38 1.1031e+03 1.6268e-242 3.9775e-01 -2.1743e-01 3.0854e-01 -1.6180e-01
        39 6.6913e+02 2.8171e-148 3.9431e-01 -2.1838e-01 3.0560e-01 -1.6250e-01
        40 1.0233e+03 3.5219e-225 3.9698e-01 -2.1791e-01 3.0789e-01 -1.6192e-01
        41 5.7713e+02 2.6763e-128 3.9656e-01 -2.1989e-01 3.0751e-01 -1.6294e-01
        42 1.1348e+01 1.9334e-05 3.9548e-01 -2.1706e-01 3.0660e-01 -1.6129e-01
        43 5.4985e+01 6.4684e-15 3.9543e-01 -2.1689e-01 3.0655e-01 -1.6156e-01
        44 1.0498e+03 6.2410e-231 3.9399e-01 -2.1874e-01 3.0527e-01 -1.6264e-01
        45 2.4060e+03 0.0000e+00 3.9264e-01 -2.1831e-01 3.0414e-01 -1.6219e-01
        46 3.2504e+03 0.0000e+00 3.9861e-01 -2.1909e-01 3.0919e-01 -1.6261e-01
        47 1.0324e+01 3.2272e-05 3.9497e-01 -2.1929e-01 3.0616e-01 -1.6264e-01
        48 7.5073e+01 2.8099e-19 3.9489e-01 -2.1684e-01 3.0617e-01 -1.6134e-01
        49 2.9093e+03 0.0000e+00 3.9249e-01 -2.1817e-01 3.0403e-01 -1.6212e-01
        50 1.9634e+02 1.3086e-45 3.9628e-01 -2.1892e-01 3.0748e-01 -1.6239e-01
        51 1.8056e+02 3.4917e-42 3.9475e-01 -2.1874e-01 3.0586e-01 -1.6237e-01
        52 3.4895e+03 0.0000e+00 3.9852e-01 -2.1892e-01 3.0944e-01 -1.6242e-01
        53 5.9996e+02 2.9619e-133 3.9421e-01 -2.1779e-01 3.0549e-01 -1.6225e-01
        54 5.3913e+01 1.1056e-14 3.9531e-01 -2.1768e-01 3.0655e-01 -1.6206e-01
        55 2.1333e+03 0.0000e+00 3.9286e-01 -2.1807e-01 3.0428e-01 -1.6174e-01
        56 7.6754e+03 0.0000e+00 3.9044e-01 -2.1877e-01 3.0227e-01 -1.6259e-01
        57 2.9490e+03 0.0000e+00 3.9274e-01 -2.1746e-01 3.0424e-01 -1.6172e-01
        58 6.5770e+02 8.5824e-146 3.9395e-01 -2.1896e-01 3.0526e-01 -1.6270e-01
        59 1.5191e+03 0.0000e+00 3.9325e-01 -2.1800e-01 3.0462e-01 -1.6226e-01
        60 1.0938e+03 1.6969e-240 3.9362e-01 -2.1786e-01 3.0515e-01 -1.6156e-01
        61 1.5054e+03 0.0000e+00 3.9354e-01 -2.1825e-01 3.0495e-01 -1.6210e-01
        62 9.5850e+01 8.6495e-24 3.9494e-01 -2.1949e-01 3.0613e-01 -1.6266e-01
        63 1.1992e+02 5.1215e-29 3.9497e-01 -2.1830e-01 3.0600e-01 -1.6228e-01
        64 3.9490e+00 7.8176e-04 3.9566e-01 -2.1838e-01 3.0671e-01 -1.6241e-01
        65 8.1315e+01 1.2395e-20 3.9493e-01 -2.1865e-01 3.0613e-01 -1.6236e-01
        66 2.3957e+03 0.0000e+00 3.9245e-01 -2.1838e-01 3.0401e-01 -1.6207e-01
        67 3.1955e+01 6.4813e-10 3.9482e-01 -2.1777e-01 3.0609e-01 -1.6181e-01
        68 5.1366e+03 0.0000e+00 3.9162e-01 -2.1780e-01 3.0331e-01 -1.6224e-01
        69 6.6255e+01 2.3097e-17 3.9496e-01 -2.1849e-01 3.0628e-01 -1.6200e-01
        70 5.5850e+02 2.9785e-124 3.9407e-01 -2.1850e-01 3.0530e-01 -1.6249e-01
        71 9.8025e+01 2.9154e-24 3.9609e-01 -2.1916e-01 3.0701e-01 -1.6260e-01
        72 2.6268e+02 5.1426e-60 3.9667e-01 -2.1836e-01 3.0751e-01 -1.6221e-01
        73 8.3986e+02 2.3829e-185 3.9414e-01 -2.1863e-01 3.0545e-01 -1.6222e-01
        74 4.0381e+01 9.5916e-12 3.9592e-01 -2.1850e-01 3.0687e-01 -1.6250e-01
        75 2.4266e+03 0.0000e+00 3.9260e-01 -2.1769e-01 3.0406e-01 -1.6195e-01
        76 9.4088e+02 2.7627e-207 3.9359e-01 -2.1874e-01 3.0503e-01 -1.6229e-01
        77 3.2186e+02 7.2244e-73 3.9683e-01 -2.1784e-01 3.0783e-01 -1.6188e-01
        78 1.6364e-01 5.1887e-03 3.9554e-01 -2.1807e-01 3.0666e-01 -1.6219e-01
        79 1.1559e+03 5.6164e-254 3.9787e-01 -2.1714e-01 3.0866e-01 -1.6158e-01
